DTL_ADRES,XCORD,LO,CHCK_MATTER_WKEND_HDAY_OPN_AT,WKEND_HDAY_OPER_BEGIN_TIME,MODF_TIME,ARCD,WKDAY_OPER_BEGIN_TIME,YEAR,USE_PSBL_NMPR,CHCK_MATTER_NIGHT_OPN_AT,RSTR_NM,WKEND_HDAY_OPER_END_TIME,CHCK_MATTER_STAYNG_PSBL_AT,MNGDPT_CD,COLR_HOLD_ARCNDTN,OPER_END_DE,RN_DTL_ADRES,OPER_BEGIN_DE,FCLTY_OPRN_AT,INPT_TIME,DTL_POSITION,WKDAY_OPER_END_TIME,FCLTY_SCLAS,COLR_HOLD_ELEFN,AR,YCORD,USE_AT,LA,RSTR_FCLTY_NO,RM,FCLTY_TY
"219-0",,126.681259,"N",,"2025-05-13 19:28:42.000","2826059000","1000","2025",25,"N","가좌2동경로당",,"N","3560247",2,"99991231","인천광역시 서구 장고개로 255 (가좌동)","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",2,100,,"Y",37.4886264,28260153,,"003"
"30-17",,126.6280882,"N",,"2025-05-12 12:56:39.000","2811054000","1300","2025",187,"N","장애인복지관",,"N","3490218",4,"20240930","인천광역시 중구 매소홀로 10","20240624","Y","2021-03-29 14:06:27.000",,"1700","002",,1956,,"Y",37.4528498,281111,,"001"
"23-0",,126.6338512,"N",,"2025-05-12 12:56:41.000","2811054000","1300","2025",250,"N","노인복지관",,"N","3490218",36,"20240930","인천광역시 중구 제물량로80번길 3-24","20240624","Y","2021-03-29 14:06:27.000",,"1700","001",,1888,,"Y",37.4678415,281112,,"003"
"24-51",,126.6380026,"N",,"2025-05-12 12:56:44.000","2811056000","0900","2025",27,"N","도원동행정복지센터",,"N","3490218",3,"20240930","인천광역시 중구 도원로 42 (도원동)","20240624","Y","2021-03-29 14:06:27.000",,"1800","001",0,81,,"Y",37.4680827,281113,,"001"
"2-43",,126.625068,"N",,"2025-05-12 12:56:35.000","2811053000","0900","2025",47,"N","신포동행정복지센터",,"N","3490218",1,"20240930","인천광역시 중구 제물량로 168","20240624","Y","2021-03-29 14:06:27.000",,"1800","001",0,141,,"Y",37.470354,281107,,"001"
"241-4",,126.7371842,"N",,"2025-05-12 14:12:43.000","2824571000","0900","2025",58,"N","이화동경로당",,"N","3550180",1,"20240930","인천광역시 계양구 이화남로 134 (이화동)","20240520","Y","2023-06-27 14:59:55.000",,"1800","001",2,191.12,,"Y",37.5916851,2824500064,,"003"
"885-24",,126.7156219,"N",,"2025-05-12 13:32:28.000","2824561100","0900","2025",20,"N","구립계산노인복지센터",,"N","3550180",1,"20240930","인천광역시 계양구 경명대로 980 (계산동)","20240520","Y","2023-06-27 15:05:31.000",,"1800","001",4,66,,"Y",37.543648,2824500066,,"003"
"928-27",,126.7266807,"N",,"2025-05-12 13:49:50.000","2824561200","0900","2025",6,"N","다사랑재가노인지원서비스센터",,"N","3550180",1,"20240930","인천광역시 계양구 경명대로 1077 (계산동)","20240520","Y","2023-06-27 15:07:20.000",,"1800","001",2,20,,"Y",37.5436565,2824500067,,"003"
"4-3",,126.7333674,"N",,"2025-05-12 11:05:43.000","2824561300","0900","2025",6,"N","계양푸른빛재가노인지원서비스센터",,"N","3550180",1,"20240930","인천광역시 계양구 경명대로 1138 (계산동)","20240520","Y","2023-06-27 15:09:09.000",,"1800","001",2,19,,"Y",37.5428037,2824500068,,"003"
"939-1 간석래미안자이아파트",,126.710529,"N",,"2024-07-24 13:56:13.000","2820053000","1300","2025",75,"N","간석래미안자이경로당",,"N","3530199",1,"20230930","인천광역시 남동구 남동대로 860 (간석동, 간석래미안자이아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1600","001",1,258,,"Y",37.458879,28200047,,"003"
"33-4",,126.7150424,"N",,"2024-07-24 13:56:13.000","2820053000","1300","2025",59,"N","용광경로당",,"N","3530199",1,"20230930","인천광역시 남동구 석산로 207","20230520","Y","2021-03-08 09:03:04.000",,"1600","001",1,333,,"Y",37.4609143,28200048,,"003"
"91-2",,126.7026,,,"2025-05-02 10:33:48.000","2823757000","0900","2025",40,,"산곡십정새마을금고본점",,,"3540028",2,"20240930","인천광역시 부평구 길주로364번길 9 (산곡동, 부평 IPARK)","20240520","Y","2021-01-31 17:11:45.000","산곡십정새마을금고","1600","001",0,200,,"Y",37.5083,28237025,,"004"
"180-383",,126.6993151,,,"2025-05-02 10:35:48.000","2823757000","0900","2025",30,,"산곡십정새마을금고철마지점",,,"3540028",1,"20240930","인천광역시 부평구 원적로 298","20240520","Y","2021-01-31 17:11:45.000",,"1700","001",0,100,,"Y",37.5043833,28237026,,"004"
"578-0",927525.279658,126.6809571,,,"2025-05-12 13:37:00.000","2818576300","1800","2025",4,,"문화공원정자12",,,"3520222",,,"인천광역시 연수구 새말로 120 (연수동)",,"Y","2023-05-10 12:46:46.000",,"2400","001",,16,1935777.099356,"Y",37.4182996,2818500186,,"002"
"925-4",927292.757444,126.6784412,,,"2025-05-12 14:21:27.000","2818579500","1800","2025",4,,"부수지공원정자9",,,"3520222",,,"인천광역시 연수구 원인재로 104 (동춘동)",,"Y","2023-05-10 13:04:28.000",,"2400","001",0,16,1934643.58015,"Y",37.4080651,2818500207,,"002"
"580-0",927916.369736,126.6853452,,,"2025-05-12 13:36:02.000","2818576300","1800","2025",4,,"대학공원정자3",,,"3520222",,,"인천광역시 연수구 함박뫼로 162 (연수동)",,"Y","2023-05-10 13:32:36.000",,"2400","001",,16,1936097.042757,"Y",37.4212138,2818500233,,"002"
"559-22",925947.779444,126.6633189,,,"2025-05-12 13:58:02.000","2818578000","1800","2025",4,,"푸른송도배수지정자4",,,"3520222",,,"인천광역시 연수구 능허대로446번길 24 (동춘동)",,"Y","2023-05-10 13:35:09.000",,"2400","002",,16,1933906.484494,"Y",37.4013152,2818500236,,"002"
"100-36",,126.703719,,,"2025-05-02 10:40:08.000","2823758000","0900","2025",40,,"산곡새마을금고본점",,,"3540029",1,"20230930","인천광역시 부평구 마장로324번길 1","20230520","Y","2021-01-31 17:11:45.000",,"1600","001",0,156,,"Y",37.507001,28237028,,"004"
"7-0",,126.6844242,"N",,"2025-05-13 19:29:46.000","2826059000","1000","2025",25,"N","가좌한신휴플러스1단지경로당",,"N","3560247",1,"99991231","인천광역시 서구 건지로 402","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",0,100,,"Y",37.4950271,28260156,,"003"
"11-0",,126.68566,"N",,"2025-05-13 19:30:14.000","2826059000","1000","2025",25,"N","가좌한신휴플러스2단지경로당",,"N","3560247",1,"99991231","인천광역시 서구 건지로 402 (가좌동, 가좌한신휴플러스)","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",0,100,,"Y",37.4943394,28260157,,"003"
"124-118",,126.7086629,,,"2025-05-01 17:20:44.000","2823758000","0900","2025",80,,"산곡2동행정복지센터",,,"3540029",1,"20230930","인천광역시 부평구 안남로 255","20230520","Y","2021-01-31 17:11:45.000",,"1800","001",,88,,"Y",37.5058629,28237030,,"001"
"159-52",,126.704026,"Y","0900","2025-05-02 10:41:29.000","2823758000","1000","2025",80,"N","롯데마트부평점(산곡2동)","2200",,"3540029",1,"20230930","인천광역시 부평구 마장로 296","20230520","Y","2021-01-31 17:11:45.000",,"2300","002",0,220,,"Y",37.504914,28237031,"매달 2,4주 일요일 휴무","004"
"307-0",929882.867374,126.7068433,"Y","1300","2025-05-02 13:18:40.000","2823758100","1300","2025",40,,"현대아파트1지구경로당","1700",,"3540030",2,"20230930","인천광역시 부평구 경원대로 1269 (산곡동, 현대아파트)","20230520","Y","2021-01-31 17:11:45.000",,"1700","001",5,406,1943710.010556,"Y",37.4899795,28237032,"폭염 특보 시 누구나 이용 가능
주말, 공휴일 탄력적 운영","003"
"311-126",,126.7065415,"Y","1300","2025-05-02 13:20:07.000","2823758100","1300","2025",45,"N","현대아파트2지구경로당","1700","N","3540030",2,"20230930","인천광역시 부평구 안남로 91","20230520","Y","2021-01-31 17:11:45.000",,"1700","001",4,180,,"Y",37.4921879,28237033,"주말, 공휴일 탄력적 운영
폭염 특보 시 누구나 이용 가능","003"
"30-86",,126.682342,"N",,"2025-05-13 19:30:33.000","2826059000","1000","2025",25,"N","진주아파트3단지경로당",,"N","3560247",1,"99991231","인천광역시 서구 장고개로309번길 29","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",0,100,,"Y",37.492181,28260158,,"003"
"30-102",,126.685842,"N",,"2025-05-13 19:30:51.000","2826059000","1000","2025",25,"N","진주아파트5단지경로당",,"N","3560247",1,"99991231","인천광역시 서구 장고개로 319 (가좌동, 진주아파트)","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",0,100,,"Y",37.492151,28260159,,"003"
"30-4",,126.6841667,"N",,"2025-05-13 19:31:14.000","2826059000","1000","2025",25,"N","진주아파트2단지경로당",,"N","3560247",1,"99991231","인천광역시 서구 장고개로309번길 24","20210520","Y","2021-04-26 16:50:22.000",,"1600","001",0,100,,"Y",37.4922738,28260160,,"003"
"212-13",,126.6799749,"N",,"2025-05-13 19:31:31.000","2826060000","0900","2025",30,"N","가좌3동경로당",,"N","3560247",1,"99991231","인천광역시 서구 원적로57번길 4 (가좌동)","20210520","Y","2021-04-26 16:50:22.000",,"1500","001",5,120,,"Y",37.4924476,28260164,,"003"
"1438-0",,126.6826969,"N","0900","2025-04-30 15:28:23.000","4157058000","1300","2025",56,"N","전원마을1단지경로당","1800","N","4090449",3,"20230930","경기도 김포시 전원로 24 (운양동)","20230520","Y","2023-06-13 22:03:50.000",,"1700","001",0,165,,"Y",37.6460694,4157000179,,"003"
"809-0",911471.803216,126.495565,,,"2024-04-02 13:39:00.000","2871031000",,"2025",15,,"남산대대피소정자",,,"3570141",,,"인천광역시 강화군 선원면 와말길178번길 6",,"Y","2021-06-01 08:48:50.000","남산대 대피소 정자",,"002",,25,1968840.831821,"Y",37.71488,2871000276,,"002"
"917-2 대우자동차(주)직장주택조합APT",,126.71976,"N","0900","2024-07-24 13:56:13.000","2820053000","0900","2025",25,"N","두진아파트경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 호구포로899번길 8 (간석동, 대우자동차(주)직장주택조합APT)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,65,,"Y",37.463088,28200053,,"003"
"45-8 동원아파트",,126.715333,"N",,"2024-07-24 13:56:13.000","2820053000","1300","2025",22,"N","동원아파트경로당",,"N","3530199",1,"20230930","인천광역시 남동구 간석로66번길 29 (간석동, 동원아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,172,,"Y",37.464833,28200054,,"003"
"999-2",,126.6740017,"N","0900","2025-04-29 13:29:02.000","4157058000","1300","2025",30,"N","성창아파트경로당","1800","N","4090449",1,"20230930","경기도 김포시 운양로 174 (운양동)","20230520","Y","2023-06-13 21:54:46.000",,"1700","001",0,100,,"Y",37.6550252,4157000174,,"003"
"151-3",,126.665165,,,"2025-05-13 19:27:28.000","2826057500","1000","2025",30,,"효성아파트경로당",,,"3560247",1,"99991231","인천광역시 서구 새오개로 53","20210520","Y","2021-04-26 16:50:22.000",,"1700","001",2,120,,"Y",37.514437,28260147,,"003"
"78-2",926470.011071,126.6679323,,,"2025-05-13 19:27:44.000","2826057500","1000","2025",60,,"신현분회경로당",,,"3560247",1,"99991231","인천광역시 서구 염곡로327번길 43 (신현동)","20210520","Y","2021-04-26 16:50:22.000",,"1700","001",1,240,1946798.172577,"Y",37.5175467,28260148,,"003"
"122-2",,126.681645,"N",,"2025-05-13 19:32:44.000","2826060000","1000","2025",15,"N","현대아파트경로당",,"N","3560247",1,"99991231","인천광역시 서구 원적로95번길 5","20210520","Y","2021-04-26 16:50:22.000",,"1800","001",0,61.2,,"Y",37.49518,28260168,,"003"
"83-1 돌말경로당",,126.711673,"N",,"2024-07-24 13:56:13.000","2820053000","0900","2025",60,"N","돌말경로당",,"N","3530199",1,"20230930","인천광역시 남동구 간석로31번길 15 , 돌말경로당 (간석동)","20230520","Y","2021-03-08 09:03:04.000",,"1800","001",1,201,,"Y",37.467992,28200055,,"003"
"37-4",,126.717478,"N","1400","2025-02-21 09:52:44.000","2820055000","1400","2025",30,"N","공원촌경로당","1700","N","3530199",1,"20230930","인천광역시 남동구 간석로 92 (간석동)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",5,188.64,,"Y",37.4655084,28200056,,"003"
"775-1 팬더아파트",,126.7103,"N","1000","2024-07-24 13:56:13.000","2820053000","0900","2025",29,"N","팬더아파트경로당","1800","N","3530199",1,"20230930","인천광역시 남동구 경인로742번길 46 (간석동, 팬더아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,82,,"Y",37.474176,28200057,,"003"
"918-8",931179.187936,126.721783,"N","1300","2024-08-02 11:03:10.000","2820055000","0900","2025",38,,"태화아파트경로당","1700",,"3530199",1,"20230930","인천광역시 남동구 호구포로900번길 5 (간석동, 태화아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,78,1940745.727017,"Y",37.4633603,28200058,,"003"
"128-60",,126.7092374,"Y",,"2025-05-01 17:23:39.000","2823758200","0600","2025",270,"N","북부교육문화센터(지하1층로비)",,"N","B551294",1,"20230930","인천광역시 부평구 원적로 391","20230520","Y","2021-01-31 17:11:45.000",,"2100","002",3,1385,,"Y",37.5046238,28237037,,"001"
"757-0",,126.7205856,"N","0900","2025-04-29 13:51:37.000","4157055000","0900","2025",24,"N","대림아파트경로당","1700","N","4090449",3,"20230930","경기도 김포시 풍무로93번길 30 (풍무동, 양도마을대림아파트)","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",4,81.22,,"Y",37.6045679,41570118,,"003"
"449-2",,126.7224174,"N","1100","2025-04-29 10:18:53.000","4157055000","1100","2025",37,"N","삼용아파트경로당","1700","N","4090449",2,"20230930","경기도 김포시 풍무로 96 (풍무동)","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",2,124.3,,"Y",37.6040535,41570119,,"003"
"849-1",,126.6881437,"N","1000","2025-04-30 15:41:07.000","4157056000","1000","2025",40,"N","장기경로당","1700","N","4090449",2,"20230930","경기도 김포시 옹주물로 21 (장기동)","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",2,131.5,,"Y",37.6370945,41570120,,"003"
"1598-0",,126.6685703,"N","0900","2025-04-30 16:33:43.000","4157056000","1000","2025",145,"N","초당마을주공아파트경로당","1800","N","4090449",2,"20230930","경기도 김포시 김포한강2로 144 (장기동, 초당마을주공아파트)","20230520","Y","2021-03-09 15:48:45.000",,"1800","001",3,138.4,,"Y",37.6422467,41570121,,"003"
"666-0",,126.747318,"N","0900","2025-04-29 15:44:42.000","4148055000","0900","2025",50,"N","당하동경로당","1800","N","4060513",1,"20240930","경기도 파주시 성재안길 26","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",1,144.09,,"Y",37.737265,41480287,,"003"
"2001-1",,126.676512,"N","0900","2025-04-30 16:31:05.000","4157056000","0900","2025",1777,"N","장기도서관","1700","N","4090449",51,"20230930","경기도 김포시 김포한강2로 42 (장기동)","20230520","Y","2021-03-09 15:48:45.000",,"2200","002",0,5865,,"Y",37.641674,41570122,,"001"
"153-1",,126.6845608,"N","0900","2025-04-30 15:38:56.000","4157056000","1300","2025",42,"N","외옹경로당","1800","N","4090449",1,"20230930","경기도 김포시 옹주물로 91-12 (감정동)","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",2,59.4,,"Y",37.6320698,41570123,,"003"
"205-0",,126.756021,"N","0900","2025-04-29 15:44:49.000","4148055000","0900","2025",60,"N","가람마을8단지경로당","1800","N","4060513",1,"20240930","경기도 파주시 금바위로 47","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",3,111.23,,"Y",37.72841,41480289,,"003"
"240-0",,126.7583764,"N","0900","2025-04-29 15:44:57.000","4148055000","0900","2025",50,"N","가람마을3단지경로당","1800","N","4060513",1,"20240930","경기도 파주시 금바위로 100 (와동동, 가람마을3단지동문아파트)","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",1,103.55,,"Y",37.7316249,41480290,,"003"
"1311-0",,126.7543852,"N","0900","2025-04-29 15:45:04.000","4148055000","0900","2025",50,"N","가람마을2단지휴먼시아경로당","1800","N","4060513",1,"20240930","경기도 파주시 미래로 602 (와동동, 휴먼시아 가람마을)","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",5,145,,"Y",37.7308951,41480291,,"003"
"1356-0",,126.753372,"N","0900","2025-04-29 15:45:14.000","4148055000","0900","2025",40,"N","가람마을10단지(동양엔파크)","1800","N","4060513",2,"20240930","경기도 파주시 가온로 245","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",1,102.2,,"Y",37.725362,41480292,,"003"
"100-0",,126.720781,"N",,"2025-04-30 14:53:36.000","4157055000","1000","2025",44,"N","신안아파트경로당",,"N","4090449",5,"20230930","경기도 김포시 풍무로 113 (풍무동, 신안아파트)","20230520","Y","2021-03-09 15:48:45.000",,"1800","001",3,146,,"Y",37.605302,41570114,,"003"
"1-0",,126.719481,"N",,"2025-04-29 13:26:38.000","4157055000","1300","2025",35,"N","길훈1차경로당",,"N","4090449",2,"20230930","경기도 김포시 장릉로 56 (풍무동, 김포길훈아파트)","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",2,118,,"Y",37.612566,41570115,,"003"
"65-5",,126.722606,"N",,"2025-04-30 14:49:51.000","4157055000","0900","2025",48,"N","수행아파트경로당",,"N","4090449",1,"20230930","경기도 김포시 풍무로131번길 10 (풍무동)","20230520","Y","2021-03-09 15:48:45.000",,"1700","001",1,159,,"Y",37.607788,41570116,,"003"
"900-153 현대홈타운",,126.697882,"N",,"2024-07-24 13:56:13.000","2820053000","0900","2025",53,"N","현대홈타운아파트경로당",,"N","3530199",1,"20230930","인천광역시 남동구 구월로 65 (간석동, 현대홈타운)","20230520","Y","2021-03-08 09:03:04.000",,"1600","001",1,93,,"Y",37.458164,28200041,,"003"
"501 극동아파트",,126.699219,"N",,"2024-07-24 13:56:13.000","2820053000","1200","2025",40,"N","극동아파트경로당",,"N","3530199",1,"20230930","인천광역시 남동구 구월로 78 (간석동, 극동아파트)","20230520","Y","2021-03-08 09:03:04.000",,"1700","001",1,137,,"Y",37.456016,28200042,,"003"
"151-14",926259.365919,126.6665586,,"1000","2025-05-12 11:32:40.000","2818576600","0900","2025",96,,"청학동주민센터","1800",,"3520229",2,"20240930","인천광역시 연수구 비류대로 287 (청학동)","20240520","Y","2021-03-29 14:09:24.000",,"1800","001",1,384,1936714.511007,"Y",37.4266484,28185025,,"001"
"467-0",,126.674059,,,"2025-05-12 13:56:28.000","2818576600","1000","2025",33,,"청담경로당",,,"3520229",1,"20240930","인천광역시 연수구 용담로 61","20240520","Y","2021-03-29 14:09:24.000",,"1800","001",2,201,,"Y",37.418939,28185026,,"003"
"459-11",,126.667836,,,"2025-05-12 13:56:42.000","2818576600","1000","2025",47,,"청능마을경로당",,,"3520229",1,"20240930","인천광역시 연수구 청능말로22번길 10","20240520","Y","2021-03-29 14:09:24.000",,"1800","001",0,149.17,,"Y",37.416922,28185027,,"003"
"1368-0",,126.7547286,"N","0900","2025-04-29 15:45:29.000","4148055000","0900","2025",30,"N","가람마을11단지(동문굿모닝)","1800","N","4060513",2,"20240930","경기도 파주시 가온로 256 (와동동, 가람마을11단지 동문굿모닝힐아파트)","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",0,129.46,,"Y",37.7245817,41480293,,"003"
"1308-0",,126.7535377,"N","0900","2025-04-29 15:45:23.000","4148055000","0900","2025",60,"N","가람마을1단지(벽산한라)경로","1800","N","4060513",1,"20240930","경기도 파주시 가람로 20 (와동동)","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",3,193.77,,"Y",37.7328892,41480294,,"003"
"1331-0",,126.7611466,"N","0900","2025-04-29 15:45:39.000","4148055000","0900","2025",60,"N","가람마을6단지경로당","1800","N","4060513",1,"20240930","경기도 파주시 가람로 90","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",1,181.08,,"Y",37.7349119,41480295,,"003"
"1358-0",,126.751308,"N","0900","2025-04-29 15:45:46.000","4148055000","0900","2025",20,"N","운정1동주민센터","1800","N","4060513",4,"20240930","경기도 파주시 와석순환로 415","20240515","Y","2021-04-29 15:43:35.000",,"1800","001",2,238,,"Y",37.7240288,41480296,,"001"
"40-0",,126.424512,"Y","0900","2025-01-07 15:53:06.000","2871037000","0900","2025",145,"Y","삼거1리(소동)주민대피시설","1800",,"3570171",2,"20241015","인천광역시 강화군 하점면고려산로181번길 10-19 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",1,208,,"Y",37.764559,28710175,,"001"
"533-1",928476.609534,126.6916913,,,"2025-05-12 13:44:55.000","2818576300","1800","2025",4,,"연일공원정자4",,,"3520222",,,"인천광역시 연수구 함박뫼로 231 (연수동)",,"Y","2023-05-01 20:42:42.000",,"2400","001",,16,1935940.956299,"Y",37.4198504,2818500144,,"002"
"345-0",929007.82465,126.6976833,,,"2025-05-12 13:04:45.000","2818575000","1800","2025",4,,"은행나무공원정자2",,,"3520222",,,"인천광역시 연수구 경원대로 412 (선학동)",,"Y","2023-05-08 20:43:58.000",,"2400","001",,16,1936053.649039,"Y",37.420907,2818500164,,"002"
"533-0",,126.691782,,,"2025-05-12 13:49:36.000","2818576300","1000","2025",50,,"주공1차(아)경로당",,,"3520229",2,"20240930","인천광역시 연수구 원인재로 315","20240520","Y","2021-03-29 14:09:24.000",,"1800","001",0,201,,"Y",37.420983,28185023,,"003"
"29-1",922931.407874,126.6291868,,,"2025-05-12 14:27:06.000","2818583000","0900","2025",15,,"농협송도웨스턴파크지점",,,"3520229",1,"20240930","인천광역시 연수구 아트센터대로168번길 100 (송도동)","20240520","Y","2023-06-29 07:45:42.000",,"1600","001",0,396,1934434.212979,"Y",37.4058254,2818500252,"은행담당자 이기운 858-8325","004"
"835-6",,126.419193,"Y","0900","2024-09-04 12:19:31.000","2871037000","0900","2025",50,"Y","삼거1리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 하점면고려산로213번길 57 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,190.78,,"Y",37.760728,28710165,,"003"
"240-0",,126.404109,"Y","0900","2024-09-04 14:17:38.000","2871037000","0900","2025",50,"Y","신삼리(동촌)경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 하점면고려산로 403 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,176,,"Y",37.755769,28710166,,"003"
"423-5",,126.396352,"Y","0900","2024-09-04 14:19:52.000","2871037000","0900","2025",50,"Y","신삼2리경로당","1800",,"3570171",2,"20241015","인천광역시 강화군 하점면고려산로 487 ","20240520","Y","2021-03-29 14:11:25.000",,"1800","001",0,196.72,,"Y",37.751975,28710167,,"003"
"2709-1",910569.847609,126.4882967,"N",,"2025-05-12 12:57:11.000","2811062800","1800","2025",50,"N","영마루공원무대시설",,"N","3490204",,,"인천광역시 중구 영종대로 85",,"Y","2021-04-27 14:41:35.000","영마루공원 무대시설","2400","001",,507.1,1944596.57219,"Y",37.4963009,2811015,,"002"
"2709-1",910492.552344,126.4874242,"N",,"2025-05-12 12:57:12.000","2811062800","1800","2025",17,"N","영마루공원벤치",,"N","3490204",,,"인천광역시 중구 영종대로 77",,"Y","2021-04-27 14:41:35.000","영마루공원 각 벤치","2400","001",,112,1944582.465373,"Y",37.4961662,2811016,"벤치 1개소당 16㎡, 영마루공원 약 7개소 벤치","002"
"15-3",,126.6259189,"N",,"2025-05-15 09:59:28.000","2814051000","0900","2025",5,"N","화도진새마을금고만석지점",,"N","3500144",1,"20231231","인천광역시 동구 제물량로 397","20210601","Y","2021-04-28 15:06:05.000",,"1600","001",2,60,,"Y",37.4838444,2814053,,"004"
"744-0",,126.7575501,"N","1300","2024-11-19 13:50:59.000","2820065500","1000","2025",50,"N","서창LH14단지경로당","1700","N","3530199",4,"20230930","인천광역시 남동구 운연천로 7 (서창동)","20230520","Y","2023-03-31 16:14:51.000",,"1700","001",2,153,,"Y",37.4269838,2820000247,,"003"
"1327-1",,126.6803652,"N",,"2025-05-13 19:42:28.000","2826071000","1000","2025",100,"N","검단LH36단지아파트경로당",,"N","3560247",5,"99991231","인천광역시 서구 독정로 111 (당하동, 인천검단 엘에이치36단지)","20240701","Y","2024-06-27 19:53:15.000",,"1800","001",5,224.96,,"Y",37.5897312,2826000312,,"003"
"310-17",929768.327875,126.7055547,"Y","1300","2025-05-02 13:21:20.000","2823758100","1300","2025",39,,"현대아파트3지구경로당","1700",,"3540030",2,"20230930","인천광역시 부평구 마장로 121 (산곡동, 현대아파트)","20230520","Y","2021-01-31 17:11:45.000",,"1700","001",5,156,1943637.631325,"Y",37.4893184,28237034,"주말, 공휴일 탄력적 운영
폭염 특보 시 누구나 이용가능","003"
"214-0",,126.6793612,"N",,"2025-05-13 19:31:45.000","2826060000","0900","2025",20,"N","풍림아파트경로당",,"N","3560247",1,"99991231","인천광역시 서구 원적로47번길 6 (가좌동, 풍림아파트)","20210520","Y","2021-04-26 16:50:22.000",,"1700","001",6,80,,"Y",37.491796,28260165,,"003"
"207-1",,126.6778,"N",,"2025-05-13 19:32:08.000","2826060000","0900","2025",20,"N","영남아파트경로당",,"N","3560247",1,"99991231","인천광역시 서구 건지로334번길 50","20210520","Y","2021-04-26 16:50:22.000",,"1700","001",0,89.25,,"Y",37.4937,28260166,,"003"
"217-0",,126.6764,"N",,"2025-05-13 19:32:26.000","2826060000","1000","2025",15,"N","신현대아파트경로당",,"N","3560247",1,"99991231","인천광역시 서구 원적로47번길 35","20210520","Y","2021-04-26 16:50:22.000",,"1700","001",0,62.83,,"Y",37.4909,28260167,,"003"
"308-13",,126.720927,,,"2025-05-19 10:15:38.000","4128761000","0900","2025",,,"가좌동행정복지센터",,,,,,"경기도 고양시 일산서구 송산로374번길 7 (송포농협(가좌지점), 가좌동행정복지센터)",,"Y","2025-05-19 10:15:38.000",,"1800","001",,,,"Y",37.684491,4128700062,,"001"
"767-2",,126.735486,,,"2025-05-19 10:30:44.000","4128758000","0900","2025",,,"송포동행정복지센터",,,,,,"경기도 고양시 일산서구 대화로 143 (송포동주민센터)",,"Y","2025-05-19 10:30:44.000",,"1800","001",,,,"Y",37.671423,4128700065,,"001"
"917-1",926784.10558,126.6726315,,,"2025-05-12 14:01:27.000","2818578000","1800","2025",4,,"청은공원정자3",,,"3520222",,,"인천광역시 연수구 먼우금로161번길 34 (동춘동)",,"Y","2023-05-10 13:18:29.000",,"2400","001",,16,1935275.856739,"Y",37.4137237,2818500220,,"002"
"35-1",,126.6359169,"N","1300","2025-05-12 12:56:49.000","2811057000","1300","2025",116,"N","율목동경로당","1500","N","3490218",2,"20240930","인천광역시 중구 서해대로497번길 9 (유동)","20240624","Y","2021-03-29 14:06:27.000",,"1700","001",0,465,,"Y",37.4702285,281116,,"003"
"2-1",,126.628945,"N",,"2025-05-12 12:56:51.000","2811058500","0900","2025",33,"N","동인천동행정복지센터",,"N","3490218",8,"20240930","인천광역시 중구 참외전로72번길 25","20240624","Y","2021-03-29 14:06:27.000",,"1800","001",20,99,,"Y",37.476838,281117,,"001"
"1-191",,126.6341418,"N","1100","2025-05-12 12:56:52.000","2811058500","1100","2025",73,"N","인현동경로당","1700","N","3490218",4,"20240930","인천광역시 중구 참외전로 155 (인현동, 인현우리집)","20240624","Y","2021-03-29 14:06:27.000",,"1700","001",0,241,,"Y",37.4735319,281119,,"003"
"10-8",,126.6185276,"N",,"2025-05-12 12:56:58.000","2811061500","0900","2025",48,"N","개항동행정복지센터",,"N","3490218",5,"20240930","인천광역시 중구 차이나타운로44번길 13-2 (북성동2가)","20240624","Y","2021-03-29 14:06:27.000",,"1800","001",6,144,,"Y",37.4752489,281120,,"001"
